PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Full Text Link
23790456,An experimental assessment of toxic potential of nanoparticle preparation of heavy metals in streptozotocin induced diabetes,"Gandhi S, Srinivasan BP, Akarte AS.",Exp Toxicol Pathol. 2013 Nov;65(7-8):1127-35. doi: 10.1016/j.etp.2013.05.004. Epub 2013 Jun 20.,Gandhi S,Exp Toxicol Pathol,2013,25/06/13,,,10.1016/j.etp.2013.05.004,https://linkinghub.elsevier.com/retrieve/pii/S0940-2993(13)00075-4
33074706,An Approach to Screen Genotoxic-Susceptible Diabetic Population of Various Prakriti Groups for Personalized Disease Management,"Banerjee S, Biswas TK, Chattopadhyay K, Arzoo SH, Chattopadhyay B.",J Altern Complement Med. 2021 Jan;27(1):80-87. doi: 10.1089/acm.2020.0001. Epub 2020 Oct 19.,Banerjee S,J Altern Complement Med,2021,19/10/20,,,10.1089/acm.2020.0001,https://www.liebertpub.com/doi/10.1089/acm.2020.0001?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
34362606,A study on toxicity and anti-hyperglycemic effects of Abhrak Bhasma in rats,"Gopinath H, Shivashankar M.",J Ayurveda Integr Med. 2021 Jul-Sep;12(3):443-451. doi: 10.1016/j.jaim.2021.03.004. Epub 2021 Aug 3.,Gopinath H,J Ayurveda Integr Med,2021,07/08/21,PMC8377185,,10.1016/j.jaim.2021.03.004,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(21)00048-6
37738856,A comparative analysis of Vamana and ShamanaChikitsa in prediabetes management: A randomized clinical trial,"Yadav U, Kumar Bhatted S.",J Ayurveda Integr Med. 2023 Sep-Oct;14(5):100764. doi: 10.1016/j.jaim.2023.100764. Epub 2023 Sep 20.,Yadav U,J Ayurveda Integr Med,2023,22/09/23,PMC10518475,,10.1016/j.jaim.2023.100764,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(23)00080-3
35572728,"Pharmacological Potential of Avicennia alba Leaf Extract: An Experimental Analysis Focusing on Antidiabetic, Anti-inflammatory, Analgesic, and Antidiarrheal Activity","Mitra S, Islam F, Das R, Urmee H, Akter A, Idris AM, Khandaker MU, Almikhlafi MA, Sharma R, Emran TB.",Biomed Res Int. 2022 May 6;2022:7624189. doi: 10.1155/2022/7624189. eCollection 2022.,Mitra S,Biomed Res Int,2022,16/05/22,PMC9106461,,10.1155/2022/7624189,https://doi.org/10.1155/2022/7624189
20039683,New glucosidase inhibitors from an ayurvedic herbal treatment for type 2 diabetes: structures and inhibition of human intestinal maltase-glucoamylase with compounds from Salacia reticulata,"Sim L, Jayakanthan K, Mohan S, Nasi R, Johnston BD, Pinto BM, Rose DR.",Biochemistry. 2010 Jan 26;49(3):443-51. doi: 10.1021/bi9016457.,Sim L,Biochemistry,2010,31/12/09,,,10.1021/bi9016457,https://doi.org/10.1021/bi9016457
12593880,"Culture and therapy: complementary strategies for the treatment of type-2 diabetes in an urban setting in Kerala, India",Chacko E.,Soc Sci Med. 2003 Mar;56(5):1087-98. doi: 10.1016/s0277-9536(02)00105-3.,Chacko E,Soc Sci Med,2003,21/02/03,,,10.1016/s0277-9536(02)00105-3,https://linkinghub.elsevier.com/retrieve/pii/S0277953602001053
16154443,Cheers and jeers for the testing of a tonic promoted for diabetes,Ehrenkranz J.,Metabolism. 2005 Oct;54(10):1407-8; author reply1408-9. doi: 10.1016/j.metabol.2005.05.001.,Ehrenkranz J,Metabolism,2005,13/09/05,,,10.1016/j.metabol.2005.05.001,https://linkinghub.elsevier.com/retrieve/pii/S0026-0495(05)00209-X
15334379,Effect of Pancreas Tonic (an ayurvedic herbal supplement) in type 2 diabetes mellitus,"Hsia SH, Bazargan M, Davidson MB.",Metabolism. 2004 Sep;53(9):1166-73. doi: 10.1016/j.metabol.2004.04.007.,Hsia SH,Metabolism,2004,31/08/04,,,10.1016/j.metabol.2004.04.007,https://linkinghub.elsevier.com/retrieve/pii/S0026049504002033
27452659,Understanding the mode-of-action of Cassia auriculata via in silico and in vivo studies towards validating it as a long term therapy for type II diabetes,"Mohd Fauzi F, John CM, Karunanidhi A, Mussa HY, Ramasamy R, Adam A, Bender A.",J Ethnopharmacol. 2017 Feb 2;197:61-72. doi: 10.1016/j.jep.2016.07.058. Epub 2016 Jul 22.,Mohd Fauzi F,J Ethnopharmacol,2017,26/07/16,,,10.1016/j.jep.2016.07.058,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(16)30487-1
32829055,Commiphora myrrha stimulates insulin secretion from mouse and human islets of Langerhans,"Al-Romaiyan A, Huang GC, Jones P, Persaud S.",J Ethnopharmacol. 2021 Jan 10;264:113075. doi: 10.1016/j.jep.2020.113075. Epub 2020 Aug 20.,Al-Romaiyan A,J Ethnopharmacol,2021,24/08/20,,,10.1016/j.jep.2020.113075,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(20)31792-X
34276163,Standalone Ayurvedic treatment of high-risk COVID-19 patients with multiple co-morbidities: A case series,"Girija PLT, Sivan N, Naik P, Murugavel YA, M Ravindranath T, Cv K.",J Ayurveda Integr Med. 2022 Jan-Mar;13(1):100466. doi: 10.1016/j.jaim.2021.06.006. Epub 2021 Jun 17.,Girija PLT,J Ayurveda Integr Med,2022,19/07/21,PMC8277097,,10.1016/j.jaim.2021.06.006,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(21)00114-5
22661845,A clinical study on the effect of Rishyagandha (Withania coagulans) in the management of Prameha (Type II Diabetes Mellitus),"Upadhyay BN, Gupta V.",Ayu. 2011 Oct;32(4):507-11. doi: 10.4103/0974-8520.96124.,Upadhyay BN,Ayu,2011,05/06/12,PMC3361926,,10.4103/0974-8520.96124,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2011;volume=32;issue=4;spage=507;epage=511;aulast=Upadhyay
36909122,Herb-Induced Liver Injury by Ayurvedic Medicine With Severe Lactic Acidosis: A Case Report,"Sharma DS, Ahmed A, Razak AA, Sharma P.",Cureus. 2023 Feb 8;15(2):e34761. doi: 10.7759/cureus.34761. eCollection 2023 Feb.,Sharma DS,Cureus,2023,13/03/23,PMC9999305,,10.7759/cureus.34761,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/36909122/
26604551,Molecular approach to identify antidiabetic potential of Azadirachta indica,"Satyanarayana K, Sravanthi K, Shaker IA, Ponnulakshmi R.",J Ayurveda Integr Med. 2015 Jul-Sep;6(3):165-74. doi: 10.4103/0975-9476.157950.,Satyanarayana K,J Ayurveda Integr Med,2015,26/11/15,PMC4630690,,10.4103/0975-9476.157950,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/26604551/
24074231,"A molecular connection of Pterocarpus marsupium, Eugenia jambolana and Gymnema sylvestre with dipeptidyl peptidase-4 in the treatment of diabetes","Kosaraju J, Dubala A, Chinni S, Khatwal RB, Satish Kumar MN, Basavan D.",Pharm Biol. 2014 Feb;52(2):268-71. doi: 10.3109/13880209.2013.823550. Epub 2013 Sep 30.,Kosaraju J,Pharm Biol,2014,01/10/13,,,10.3109/13880209.2013.823550,https://www.tandfonline.com/doi/full/10.3109/13880209.2013.823550
22432517,An open label study on the supplementation of Gymnema sylvestre in type 2 diabetics,"Kumar SN, Mani UV, Mani I.",J Diet Suppl. 2010 Sep;7(3):273-82. doi: 10.3109/19390211.2010.505901.,Kumar SN,J Diet Suppl,2010,22/03/12,,,10.3109/19390211.2010.505901,https://www.tandfonline.com/doi/full/10.3109/19390211.2010.505901
36129597,Phytochemical Evaluation and Antioxidant Potential of Polyherbal Extract Mixture-an In Vitro and In Silico Study,"Veeraswamy SD, Raju I, Mohan S.",Appl Biochem Biotechnol. 2023 Jan;195(1):672-692. doi: 10.1007/s12010-022-04141-x. Epub 2022 Sep 21.,Veeraswamy SD,Appl Biochem Biotechnol,2023,21/09/22,,,10.1007/s12010-022-04141-x,https://dx.doi.org/10.1007/s12010-022-04141-x
33347966,"Elongation of the side chain by linear alkyl groups increases the potency of salacinol, a potent α-glucosidase inhibitor from the Ayurvedic traditional medicine ""Salacia,"" against human intestinal maltase","Takashima K, Sakano M, Kinouchi E, Nakamura S, Marumoto S, Ishikawa F, Ninomiya K, Nakanishi I, Morikawa T, Tanabe G.",Bioorg Med Chem Lett. 2021 Feb 1;33:127751. doi: 10.1016/j.bmcl.2020.127751. Epub 2020 Dec 19.,Takashima K,Bioorg Med Chem Lett,2021,21/12/20,,,10.1016/j.bmcl.2020.127751,https://linkinghub.elsevier.com/retrieve/pii/S0960-894X(20)30862-3
36081821,Formulation and evaluation of SGLT2 inhibitory effect of a polyherbal mixture inspired from Ayurvedic system of medicine,"Kumar A, Negi AS, Chauhan A, Semwal R, Kumar R, Semwal RB, Singh R, Joshi T, Chandra S, Joshi SK, Semwal DK.",J Tradit Complement Med. 2022 Mar 22;12(5):477-487. doi: 10.1016/j.jtcme.2022.03.003. eCollection 2022 Sep.,Kumar A,J Tradit Complement Med,2022,09/09/22,PMC9446025,,10.1016/j.jtcme.2022.03.003,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/36081821/
25224159,"Antidiabetic property of Aerva lanata (L.) Juss. ex Schult. is mediated by inhibition of alpha glucosidase, protein glycation and stimulation of adipogenesis","Riya MP, Antu KA, Pal S, Chandrakanth KC, Anilkumar KS, Tamrakar AK, Srivastava AK, Raghu KG.",J Diabetes. 2015 Jul;7(4):548-61. doi: 10.1111/1753-0407.12216. Epub 2015 Feb 19.,Riya MP,J Diabetes,2015,17/09/14,,,10.1111/1753-0407.12216,https://doi.org/10.1111/1753-0407.12216
33141056,Magnoflorine prevent the skeletal muscle atrophy via Akt/mTOR/FoxO signal pathway and increase slow-MyHC production in streptozotocin-induced diabetic rats,"Yadav A, Singh A, Phogat J, Dahuja A, Dabur R.",J Ethnopharmacol. 2021 Mar 1;267:113510. doi: 10.1016/j.jep.2020.113510. Epub 2020 Oct 24.,Yadav A,J Ethnopharmacol,2021,03/11/20,,,10.1016/j.jep.2020.113510,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(20)33396-1
25280877,Use of Complementary and Alternative Medicines (CAMs) among type 2 diabetes patients in Sri Lanka: a cross sectional survey,"Medagama AB, Bandara R, Abeysekera RA, Imbulpitiya B, Pushpakumari T.",BMC Complement Altern Med. 2014 Oct 4;14:374. doi: 10.1186/1472-6882-14-374.,Medagama AB,BMC Complement Altern Med,2014,05/10/14,PMC4201716,,10.1186/1472-6882-14-374,https://bmccomplementalternmed.biomedcentral.com/articles/10.1186/1472-6882-14-374
18813566,[Ayurveda diet and the nursing consultation: a care proposal],"De Gasperi P, Raduns V, Ghiorzi AR.",Cien Saude Colet. 2008 Mar-Apr;13(2):495-506. doi: 10.1590/s1413-81232008000200025.,De Gasperi P,Cien Saude Colet,2008,25/09/08,,,10.1590/s1413-81232008000200025,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232008000200025&lng=en&nrm=iso&tlng=en
33904794,"Metabolomics of Cassia Auriculata Plant Parts (Leaf, Flower, Bud) and Their Antidiabetic Medicinal Potentials","Tietel Z, Ananth DA, Sivasudha T, Klipcan L.",OMICS. 2021 May;25(5):294-301. doi: 10.1089/omi.2021.0010. Epub 2021 Apr 27.,Tietel Z,OMICS,2021,27/04/21,,,10.1089/omi.2021.0010,https://www.liebertpub.com/doi/10.1089/omi.2021.0010?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
12902059,Antihyperglycemic effects of three extracts from Momordica charantia,"Virdi J, Sivakami S, Shahani S, Suthar AC, Banavalikar MM, Biyani MK.",J Ethnopharmacol. 2003 Sep;88(1):107-11. doi: 10.1016/s0378-8741(03)00184-3.,Virdi J,J Ethnopharmacol,2003,07/08/03,,,10.1016/s0378-8741(03)00184-3,https://linkinghub.elsevier.com/retrieve/pii/S0378874103001843
28553723,Two antidiabetic constituents from Roylea cinerea (D.Don) Baill,"Bhatt UP, Sati SC, Bahuguna RP, Semwal RB, Semwal DK.",Nat Prod Res. 2018 Jun;32(11):1281-1286. doi: 10.1080/14786419.2017.1331229. Epub 2017 May 29.,Bhatt UP,Nat Prod Res,2018,30/05/17,,,10.1080/14786419.2017.1331229,https://www.tandfonline.com/doi/full/10.1080/14786419.2017.1331229
34353691,Antidiabetic effect of bio-enhanced preparation of turmeric in streptozotocin-nicotinamide induced type 2 diabetic Wistar rats,"Sayeli VK, Shenoy AK.",J Ayurveda Integr Med. 2021 Jul-Sep;12(3):474-479. doi: 10.1016/j.jaim.2021.04.010. Epub 2021 Aug 2.,Sayeli VK,J Ayurveda Integr Med,2021,06/08/21,PMC8377175,,10.1016/j.jaim.2021.04.010,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(21)00066-8
21794176,Strategies to improve palatability and increase consumption intentions for Momordica charantia (bitter melon): a vegetable commonly used for diabetes management,"Snee LS, Nerurkar VR, Dooley DA, Efird JT, Shovic AC, Nerurkar PV.",Nutr J. 2011 Jul 28;10:78. doi: 10.1186/1475-2891-10-78.,Snee LS,Nutr J,2011,29/07/11,PMC3162490,,10.1186/1475-2891-10-78,https://nutritionj.biomedcentral.com/articles/10.1186/1475-2891-10-78
12845372,Effect of an aqueous extract of Phaseolus vulgaris on the properties of tail tendon collagen of rats with streptozotocin-induced diabetes,"Pari L, Venkateswaran S.",Braz J Med Biol Res. 2003 Jul;36(7):861-70. doi: 10.1590/s0100-879x2003000700006. Epub 2003 Jun 26.,Pari L,Braz J Med Biol Res,2003,08/07/03,,,10.1590/s0100-879x2003000700006,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2003000700006&lng=en&nrm=iso&tlng=en
21511020,Salacia reticulata inhibits differentiation of 3T3-L1 adipocytes,"Shimada T, Nagai E, Harasawa Y, Watanabe M, Negishi K, Akase T, Sai Y, Miyamoto K, Aburada M.",J Ethnopharmacol. 2011 Jun 14;136(1):67-74. doi: 10.1016/j.jep.2011.04.012. Epub 2011 Apr 12.,Shimada T,J Ethnopharmacol,2011,23/04/11,,,10.1016/j.jep.2011.04.012,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(11)00252-2
27484929,Gastroprotective potential of hydro-alcoholic extract of Pattanga (Caesalpinia sappan Linn.),"Chellappan DR, Purushothaman AK, Brindha P.",J Ethnopharmacol. 2017 Feb 2;197:294-305. doi: 10.1016/j.jep.2016.07.081. Epub 2016 Jul 30.,Chellappan DR,J Ethnopharmacol,2017,04/08/16,,,10.1016/j.jep.2016.07.081,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(16)30511-6
26195903,A clinical study on the Naimittika Rasayana effect of Silajatu and Mamajjaka in type-2 Diabetes Mellitus,"Kumar S, Singh G, Pandey AK, Singh RH.",Ayu. 2014 Oct-Dec;35(4):404-10. doi: 10.4103/0974-8520.159000.,Kumar S,Ayu,2014,22/07/15,PMC4492025,,10.4103/0974-8520.159000,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2014;volume=35;issue=4;spage=404;epage=410;aulast=Kumar
23835719,Neem (Azadirachta indica): prehistory to contemporary medicinal uses to humankind,"Kumar VS, Navaratnam V.",Asian Pac J Trop Biomed. 2013 Jul;3(7):505-14. doi: 10.1016/S2221-1691(13)60105-7.,Kumar VS,Asian Pac J Trop Biomed,2013,10/07/13,PMC3695574,,10.1016/S2221-1691(13)60105-7,https://linkinghub.elsevier.com/retrieve/pii/apjtb-03-07-505
37303857,Add-on effect of Ayurvedic treatment protocol for diabetic retinopathy: A randomized controlled clinical study,"Kumar VK, Dharmendra Singh BV, Manjusha R.",Ayu. 2021 Jul-Sep;42(3):118-129. doi: 10.4103/ayu.AYU_208_19. Epub 2023 Apr 12.,Kumar VK,Ayu,2021,12/06/23,PMC10251286,,10.4103/ayu.AYU_208_19,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/37303857/
33553031,Antioxidant activities of Dhanwantaram Kashayam -an Ayurvedic poly herbal formulation alleviates diabetic complications in rats,"Renganathan S, Pillai RG.",J Diabetes Metab Disord. 2020 Oct 14;19(2):1345-1355. doi: 10.1007/s40200-020-00655-5. eCollection 2020 Dec.,Renganathan S,J Diabetes Metab Disord,2020,08/02/21,PMC7843830,,10.1007/s40200-020-00655-5,https://doi.org/10.1007/s40200-020-00655-5
36570189,In Silico Analysis of PTP1B Inhibitors and TLC-MS Bioautography-Based Identification of Free Radical Scavenging and α-Amylase Inhibitory Compounds from Heartwood Extract of Pterocarpus marsupium,"Irfan Dar M, Qureshi MI, Zahiruddin S, Abass S, Jan B, Sultan A, Ahmad S.",ACS Omega. 2022 Dec 9;7(50):46156-46173. doi: 10.1021/acsomega.2c04283. eCollection 2022 Dec 20.,Irfan Dar M,ACS Omega,2022,26/12/22,PMC9773359,,10.1021/acsomega.2c04283,https://doi.org/10.1021/acsomega.2c04283
20856101,"Toxic hepatitis induced by Gymnema sylvestre, a natural remedy for type 2 diabetes mellitus","Shiyovich A, Sztarkier I, Nesher L.",Am J Med Sci. 2010 Dec;340(6):514-7. doi: 10.1097/MAJ.0b013e3181f41168.,Shiyovich A,Am J Med Sci,2010,22/09/10,,,10.1097/MAJ.0b013e3181f41168,https://linkinghub.elsevier.com/retrieve/pii/S0002-9629(15)31435-X
34943716,Analysis of Plant Origin Antibiotics against Oral Bacterial Infections Using In Vitro and In Silico Techniques and Characterization of Active Constituents,"Rafey A, Amin A, Kamran M, Haroon U, Farooq K, Foubert K, Pieters L.",Antibiotics (Basel). 2021 Dec 8;10(12):1504. doi: 10.3390/antibiotics10121504.,Rafey A,Antibiotics (Basel),2021,24/12/21,PMC8699006,,10.3390/antibiotics10121504,https://www.mdpi.com/resolver?pii=antibiotics10121504
28668259,"Ayurvedic anti-diabetic formulation Lodhrasavam inhibits alpha-amylase, alpha-glucosidase and suppresses adipogenic activity in vitro","Butala MA, Kukkupuni SK, Vishnuprasad CN.",J Ayurveda Integr Med. 2017 Jul-Sep;8(3):145-151. doi: 10.1016/j.jaim.2017.03.005. Epub 2017 Jun 28.,Butala MA,J Ayurveda Integr Med,2017,03/07/17,PMC5607396,,10.1016/j.jaim.2017.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(16)30238-8
36027804,A randomized placebo-compared study on the efficacy of classical ayurvedic pharmaceutical form versus aqueous alcoholic extracts of Phyllanthus niruri Linn. Plus Sida cordifolia Linn. in patients of diabetic sensory polyneuropathy,"Patel MV, Patel MM, Patel KB, Chhayani PV, Mittwede M, Scheidbach D, Gupta SN.",J Ayurveda Integr Med. 2022 Jul-Sep;13(3):100619. doi: 10.1016/j.jaim.2022.100619. Epub 2022 Aug 23.,Patel MV,J Ayurveda Integr Med,2022,26/08/22,PMC9424570,,10.1016/j.jaim.2022.100619,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(22)00078-X
35773777,Computational investigation of phytochemicals from Abrus precatorius seeds as modulators of peroxisome proliferator-activated receptor gamma (PPARγ),"Omoboyowa DA, Singh G, Fatoki JO, Oyeneyin OE.",J Biomol Struct Dyn. 2023 Jul-Aug;41(12):5568-5582. doi: 10.1080/07391102.2022.2091657. Epub 2022 Jun 30.,Omoboyowa DA,J Biomol Struct Dyn,2023,01/07/22,,,10.1080/07391102.2022.2091657,No full text link found
38580733,Centella asiatica mitigates the detrimental effects of Bisphenol-A (BPA) on pancreatic islets,"Banerjee O, Singh S, Paul T, Maji BK, Mukherjee S.",Sci Rep. 2024 Apr 5;14(1):8043. doi: 10.1038/s41598-024-58545-2.,Banerjee O,Sci Rep,2024,05/04/24,PMC10997607,,10.1038/s41598-024-58545-2,https://doi.org/10.1038/s41598-024-58545-2
21485845,"Ayurvedic medicine zinc bhasma: physicochemical evaluation, anti-diabetic activity and safety assessment","Umrani RD, Paknikar KM.",J Biomed Nanotechnol. 2011 Feb;7(1):148-9. doi: 10.1166/jbn.2011.1243.,Umrani RD,J Biomed Nanotechnol,2011,14/04/11,,,10.1166/jbn.2011.1243,No full text link found
36030594,Antidiabetic and antihyperlipidemic effects of crude fractions and isolated compound from Striga orobanchioides Benth on streptozotocin induced diabetic rats,"Vikhe S, Kunkulol R, Raut D.",J Ayurveda Integr Med. 2022 Jul-Sep;13(3):100618. doi: 10.1016/j.jaim.2022.100618. Epub 2022 Aug 26.,Vikhe S,J Ayurveda Integr Med,2022,28/08/22,PMC9436756,,10.1016/j.jaim.2022.100618,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(22)00077-8
27202674,Studies On Clinical Effectiveness Of Combined Classical Ayurvedic Formulations In Type 2 Diabetes Mellitus,"Kamath R, Acharya S, Priyendu A, Nagappa AN.",Value Health. 2014 Nov;17(7):A742. doi: 10.1016/j.jval.2014.08.146. Epub 2014 Oct 26.,Kamath R,Value Health,2014,21/05/16,,,10.1016/j.jval.2014.08.146,https://linkinghub.elsevier.com/retrieve/pii/S1098-3015(14)02076-2
27665674,Antidiabetic activity of Chandraprabha vati - A classical Ayurvedic formulation,"Wanjari MM, Mishra S, Dey YN, Sharma D, Gaidhani SN, Jadhav AD.",J Ayurveda Integr Med. 2016 Jul-Sep;7(3):144-150. doi: 10.1016/j.jaim.2016.08.010. Epub 2016 Sep 22.,Wanjari MM,J Ayurveda Integr Med,2016,27/09/16,PMC5052381,,10.1016/j.jaim.2016.08.010,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(16)30041-9
30302331,Preliminary clinical assessment and non- toxicity evaluation of an ayurvedic formulation BGR-34 in NIDDM,"Gupta BP, Sharma I, Kohli N, Sharma S, Rathi A, Sharma AK.",J Tradit Complement Med. 2018 Apr 3;8(4):506-514. doi: 10.1016/j.jtcme.2017.11.004. eCollection 2018 Oct.,Gupta BP,J Tradit Complement Med,2018,11/10/18,PMC6174273,,10.1016/j.jtcme.2017.11.004,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/30302331/
